website,city,addr,metro,area,country,lon,name,phone,lat,email,desc
Отсутствует,Киев,"г. Киев, ул. Пугачева, 6/29",Лукъяновская,Подольский,Украина,50.46,"Аптека фирмы ""Технотроникс""",483-70-16,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, бул. Перова, 14",Дарница,Днепровский,Украина,50.46,"Аптека фирмы ""Эксимед""","510-92-10, 514-33-62",30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Прорезная, 3",Крещатик,Святошинский,Украина,50.46,Аптека “Фарма”,228-28-71,30.50,Отсутствует,
Отсутствует,Сумы,"г. Сумы, ул. Петропавловская, 81",Отсутствует,Отсутствует,Украина,50.46,Аптека УВД,(054) 22-33-91,30.50,Отсутствует,
Отсутствует,Винница,"г. Винница, ул. Салтыкова-Щедрина, 96",Отсутствует,Кумбари,Украина,50.46,Аптека № 10,(0432)32-60-26,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Киев,"г. Киев, ул. Мате Залки, 3",Оболонь,Оболонский,Украина,50.46,"Аптека фирмы ""Интер Лекс""",464-66-86,30.50,Отсутствует,
Отсутствует,Житомир,"г. Житомир, ул. Бородия, д. 2",Отсутствует,Отсутствует,Украина,50.46,Аптека № 13,(0412) 362-272,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Саксаганского, 106",Университет,Шевченковcкий,Украина,50.46,Аптека № 15 центральная,"244-07-36, 244-07-28",30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Стальского, 24",Черниговская,Деснянский,Украина,50.46,Аптека № 10,512-03-07,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Тимошенко, 14",Минская,Оболонский,Украина,50.46,Аптека № 174,418-39-65,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, просп. Героев Сталинграда, 16",Минская,Оболонский,Украина,50.46,Аптека № 184 больничная,,30.50,Отсутствует,
Отсутствует,Черкассы,"г. Черкассы, проспект Химиков, 45",Отсутствует,Приднепровский,Украина,50.46,Аптека № 183,"(0472) 64-14-55, 64-14-44",30.50,Отсутствует,Предоставляемые услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Черкассы,"г. Черкассы, ул. Менделеева, 3а",Отсутствует,Сосновский,Украина,50.46,Аптека № 182,"(0472) 45-71-34, 36-10-32, 45-71-50",30.50,Отсутствует,Предоставляемые услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Одесса,"г. Одесса, ул. Академика Королева, д. 79",Отсутствует,Приморский,Украина,50.46,Аптека Сиди-фарм,(048) 749-4422,30.50,Отсутствует,
Отсутствует,Винница,"г. Винница, ул. Иванова, д. 7",Отсутствует,Старогородской,Украина,50.46,Аптека № 16,(0432) 576-492,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Киев,"г. Киев, ул. Ломоносова, 33/4",Васильковская,Голосеевский,Украина,50.46,"Аптека № 181 ""Биокон""","263-33-91, 263-53-84",30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Строителей, 36",Дарница,Днепровский,Украина,50.46,Аптека № 18,"552-23-94, 551-95-13",30.50,Отсутствует,
Отсутствует,Чернигов,"г. Чернигов, ул. 50 лет ВЛКСМ, 48",Отсутствует,Новозаводской,Украина,50.46,Аптека № 176,2-21-05,30.50,Отсутствует,
Отсутствует,Винница,"г. Винница, ул. Келецкая, д. 41",Отсутствует,Вишенка,Украина,50.46,Аптека № 11,(0432) 536-487,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Киев,"г. Киев, ул. Кондратюка, 8",Героев Днепра,Оболонский,Украина,50.46,Аптека № 115,"430-52-38, 432-89-47, 432-26-71",30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Шолом-Алейхема, 3",Черниговская,Деснянский,Украина,50.46,Аптека № 175,513-46-09,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, пр. Отрадный, 61",Шулявская,Соломенский,Украина,50.46,Аптека № 112,455-25-01,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, пр. Гагарина, 2/35",Дарница,Днепровский,Украина,50.46,Аптека № 113,552-01-82,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Половецкая, 25/27",Лукъяновская,Шевченковcкий,Украина,50.46,Аптека № 111,"484-52-28, 484-52-23",30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Дегтяревская, 23",Лукъяновская,Шевченковcкий,Украина,50.46,Аптека № 11 больничная,483-74-93,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, пер. Нестеровский, 13/19",Контрактовая площадь,Шевченковcкий,Украина,50.46,Аптека № 11,"272-44-44, 224-14-00",30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, пр. Правды, 66-а",Минская,Подольский,Украина,50.46,Аптека № 11,434-82-33,30.50,Отсутствует,
Отсутствует,Винница,"г. Винница, ул. Нечая, 63",Отсутствует,Старогородской,Украина,50.46,Аптека № 11,"(0432)27-98-33, (0432)21-85-37",30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Харьков,"г. Харьков, ул. Алексея Деревянко, 7",23-го августа,Коминтерновский,Украина,50.46,Аптека № 175,343 87 77,30.50,Отсутствует,
Отсутствует,Винница,"г. Винница, ул. Киевская, 126",Отсутствует,Замостянский,Украина,50.46,Аптека № 171,(0432)35-55-91,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Житомир,"г. Житомир, ул. Вокзальная, д. 12",Отсутствует,Отсутствует,Украина,50.46,Аптека № 118,"(0412) 360-457, (0412) 361-537",30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Чорновола, 12",Лукъяновская,Шевченковcкий,Украина,50.46,Аптека № 12 гомеопатическая,484-63-35,30.50,Отсутствует,
Отсутствует,Винница,"г. Винница, ул. Иванова, 9",Отсутствует,Старогородской,Украина,50.46,Аптека № 12,(0432)27-15-49,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Гарматная, 16/85",Шулявская,Соломенский,Украина,50.46,Аптека № 110,456-64-29,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Белорусская, 17",Лукъяновская,Шевченковcкий,Украина,50.46,Аптека № 119,483-18-76,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Красиловская, 8/4",Голосеевская,Голосеевский,Украина,50.46,Аптека № 119,"263-88-30, 263-23-13",30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, бул. Дружбы Народов, 30/1",Дружбы народов,Печерский,Украина,50.46,Аптека № 114 Центральная,"285-04-81, 285-48-41",30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Булгакова, 13",Вокзальная,Соломенский,Украина,50.46,Аптека № 118,"402-12-04, 402-39-04",30.50,Отсутствует,
Отсутствует,Винница,"г. Винница, пер. Ватутина, д. 2",Отсутствует,Замостянский,Украина,50.46,Аптека № 12,(0432) 621-591,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Киев,"г. Киев, пр. Маяковского, 15",Черниговская,Деснянский,Украина,50.46,Аптека № 119,546-69-00,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Урицкого, 27/5",Вокзальная,Соломенский,Украина,50.46,Аптека № 17,248-53-37,30.50,Отсутствует,
Отсутствует,Запорожье,"г. Запорожье, ул. Чумаченко 21",Отсутствует,Комунарский,Украина,50.46,Аптека поликлиники им. 8 Марта,(0612) 952-652,30.50,Отсутствует,
Отсутствует,Житомир,"г. Житомир, ул. Пушкина, д. 1",Отсутствует,Отсутствует,Украина,50.46,Аптека № 166,(0412) 224-500,30.50,Отсутствует,
Отсутствует,Черкассы,"г. Черкассы, ул. Чигиринская, 52",Отсутствует,Приднепровский,Украина,50.46,Аптека № 165,(0472) 43-33-64,30.50,Отсутствует,Предоставляемые услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Киев,"г. Киев, ул. Рейтарская, 22",Золотые ворота,Шевченковcкий,Украина,50.46,Аптека № 165,279-61-97,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Воровского, 27",Университет,Шевченковcкий,Украина,50.46,Аптека № 163 больничная,486-65-65,30.50,Отсутствует,
Отсутствует,Житомир,"г. Житомир, ул. Баранова, д. 125",Отсутствует,Отсутствует,Украина,50.46,Аптека № 163,(0412) 391-627,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Пушкинская, 38",Площадь Льва Толстого,Шевченковcкий,Украина,50.46,Аптека № 16,"234-01-87, 234-40-09",30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Зоологическая, 3",Политехнический институт,Шевченковcкий,Украина,50.46,Аптека № 159 межбольничная,"483-16-72, 483-34-93",30.50,Отсутствует,
Отсутствует,Житомир,"г. Житомир, ул. Б. Бердичевская, д. 113",Отсутствует,Отсутствует,Украина,50.46,Аптека № 159,(0412) 340-556,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Протасов Яр, 11",Олимпийская,Соломенский,Украина,50.46,Аптека № 158 межбольничная,275-56-77,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Бережанская, 22",Минская,Оболонский,Украина,50.46,Аптека № 155,"468-80-10, 462-44-82, 432-36-48",30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Сковороды, 2",Контрактовая площадь,Подольский,Украина,50.46,Аптека № 153,"425-40-90, 425-13-77",30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Чорновола, 28/1",Политехнический институт,Шевченковcкий,Украина,50.46,Аптека № 152,"486-12-46, 274-01-39",30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Гавро, 10",Оболонь,Оболонский,Украина,50.46,Аптека № 151,"418-29-44, 418-30-60",30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Малиновского, 34",Оболонь,Оболонский,Украина,50.46,Аптека № 150,"418-72-57, 419-94-60",30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Порика, 13",Минская,Подольский,Украина,50.46,Аптека № 148,"434-91-63, 433-08-11",30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, пр. Космонавта Комарова, 14а",Шулявская,Соломенский,Украина,50.46,Аптека № 141,497-53-62,30.50,Отсутствует,
Отсутствует,Черновцы,"г. Черновцы, ул. Университетская, д. 12",Отсутствует,Первомайский,Украина,50.46,Аптека № 14,(03722) 22-800,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Миропольская, 1",Черниговская,Деснянский,Украина,50.46,Аптека № 139,513-15-72,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, бул. Верховного Совета, 22",Дарница,Днепровский,Украина,50.46,Аптека № 136,552-30-64,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, бул. Лепсе, 75",Шулявская,Соломенский,Украина,50.46,Аптека № 135,"408-65-16, 497-40-86",30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Красноткацкая, 29",Черниговская,Днепровский,Украина,50.46,Аптека № 134,559-82-89,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Цитадельная, 7",Печерская,Печерский,Украина,50.46,"Аптека № 133 ""Матери и ребенка""",280-18-85,30.50,Отсутствует,
Отсутствует,Харьков,"г. Харьков, ул. Чернышевская, 65",Университет,Киевский,Украина,50.46,Аптека № 1,714 05 73,30.50,Отсутствует,
Отсутствует,Черкассы,"г. Черкассы, ул. Крупской, 54",Отсутствует,Приднепровский,Украина,50.46,Аптека № 172,"(0472) 63-95-40, 54-41-46",30.50,Отсутствует,Предоставляемые услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Киев,"г. Киев, ул. Героев Севастополя, 44/10",Шулявская,Соломенский,Украина,50.46,Аптека № 128,"408-50-20, 497-10-65",30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Васильковская, 55",Васильковская,Голосеевский,Украина,50.46,Аптека № 127,"263-41-18, 257-41-18",30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Кудри, 35а",Дружбы народов,Печерский,Украина,50.46,Аптека № 126,"285-57-58, 286-47-13",30.50,Отсутствует,
Отсутствует,Винница,"г. Винница, ул. Карла Маркса, 4",Отсутствует,Замостя,Украина,50.46,Аптека № 126,(0432)27-24-39,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Январского Восстания, 26а",Арсенальная,Печерский,Украина,50.46,Аптека № 125,"280-36-11, 280-05-82",30.50,Отсутствует,
Отсутствует,Житомир,"г. Житомир, ул. Королева, д. 46",Отсутствует,Отсутствует,Украина,50.46,Аптека № 182,"(0412) 333-912, (0412) 335-963",30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Телиги, 19/2",Дорогожичи,Шевченковcкий,Украина,50.46,Аптека № 121,"440-31-48, 440-61-81, 440-50-52",30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Мечникова, 7",Кловская,Печерский,Украина,50.46,Аптека № 120,224-82-37,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Раисы Окипной, 9",Левобережная,Днепровский,Украина,50.46,Аптека № 109,517-13-45,30.50,Отсутствует,
Отсутствует,Чернигов,"г. Чернигов, ул. Мстиславская, 20",Отсутствует,Деснянский,Украина,50.46,Аптека № 109,77-29-85,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Кловский Спуск, 11",Кловская,Печерский,Украина,50.46,Аптека № 108,"280-63-53, 280-04-51",30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Вербицкого, 5",Вырлица,Дарницкий,Украина,50.46,Аптека № 107,562-60-00,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Березняковская, 8",Дарница,Днепровский,Украина,50.46,Аптека № 106,"550-02-73, 550-30-34",30.50,Отсутствует,
Отсутствует,Чернигов,"г. Чернигов, просп. Победы, 18",Отсутствует,Новозаводской,Украина,50.46,Аптека № 106,77-10-94,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Серафимовича, 3а",Левобережная,Днепровский,Украина,50.46,Аптека № 105,"550-12-02, 550-12-97",30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Ильича, 4/6",Черниговская,Днепровский,Украина,50.46,Аптека № 102,"566-30-44, 566-82-11",30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, пр. Воссоединения, 6",Дарница,Днепровский,Украина,50.46,"Аптека № 101 ""Виктория""","552-33-92, 552-20-37, 552-60-71",30.50,Отсутствует,
Отсутствует,Винница,"г. Винница, ул. Юности, д. 21",Отсутствует,Вишенка,Украина,50.46,Аптека № 10,(0432) 511-597,30.50,Отсутствует,
Отсутствует,Черкассы,"г. Черкассы, бул. Шевченко, 116",Отсутствует,Сосновский,Украина,50.46,Аптека № 1 Медит-М,(0472) 32-05-70,30.50,Отсутствует,Предоставляемые услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Черкассы,"г. Черкассы, ул. Лазарева, 2",Отсутствует,Сосновский,Украина,50.46,Аптека № 1 Ваше здоровье,(0472) 36-00-74,30.50,Отсутствует,Предоставляемые услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Киев,"г. Киев, бул. Шевченко, 36",Университет,Шевченковcкий,Украина,50.46,Аптека № 1,"225-52-46, 223-37-02",30.50,Отсутствует,
Отсутствует,Житомир,"г. Житомир, ул. Московская, д. 52",Отсутствует,Отсутствует,Украина,50.46,Аптека № 180,(0412) 226-624,30.50,Отсутствует,
Отсутствует,Черновцы,"г. Черновцы, ул. Главная, д. 109",Отсутствует,Первомайский,Украина,50.46,Аптека № 1,(03722) 24-551,30.50,Отсутствует,
Отсутствует,Винница,"г. Винница, ул. Цегельный, д. 3",Отсутствует,Старогородской,Украина,50.46,Аптека № 1,(0432) 350-356,30.50,Отсутствует,
Отсутствует,Житомир,"г. Житомир, ул. Соборная, д. 5",Отсутствует,Отсутствует,Украина,50.46,Аптека № 1,(0412) 370-550,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Искровская, 2",Вокзальная,Соломенский,Украина,50.46,Аптека “Фармалайф”,242-03-82 (рецептурный отд.),30.50,Отсутствует,
Отсутствует,Чернигов,"г. Чернигов, ул. Шевченко, 4",Отсутствует,Деснянский,Украина,50.46,Аптека № 1,676-830,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Просвещения, 10",Вокзальная,Соломенский,Украина,50.46,Аптека “Тект Плюс”,276-61-14 (рецептурный отд.) 276-00-85 (заведующий),30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Юности, 6/1",Черниговская,Днепровский,Украина,50.46,Аптека “СУФОР”,513-99-62,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Красноармейская, 81",Дворец Украина,Голосеевский,Украина,50.46,"Аптека “Оптима-Фарм"" готовых лекарственных форм",269-11-13 (рецептурный отд.) 269-62-21 (заведующий),30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, пер. Хорольский, 5/11",Дарница,Днепровский,Украина,50.46,Аптека “МЕДТРЕЙД”,574-05-01,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Академика Стражеска, 6-а",Шулявская,Соломенский,Украина,50.46,Аптека “Медгородок” фирмы “Ревмофарм”,488-60-86,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Котовского, 11",Святошин,Шевченковcкий,Украина,50.46,Аптека “Лидия и К”,440-50-55,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Ветряные горы, 3",Минская,Подольский,Украина,50.46,Аптека № 122,"434-49-44, 434-37-10",30.50,Отсутствует,
Отсутствует,Чернигов,"г. Чернигов, просп. Мира, 47",Отсутствует,Деснянский,Украина,50.46,Аптека № 198,77-48-81,30.50,Отсутствует,
Отсутствует,Чернигов,"г. Чернигов, ул. 50 лет СССР, 18",Отсутствует,Деснянский,Украина,50.46,Аптека № 202,3-50-83,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, пр. Глушкова, 31а",Васильковская,Голосеевский,Украина,50.46,Аптека № 168,526-97-25,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Большая Васильковская, 10а",Площадь Льва Толстого,Шевченковcкий,Украина,50.46,Аптека № 24,"235-22-86, 235-43-08, 224-14-33",30.50,Отсутствует,
Отсутствует,Винница,"г. Винница, пр-т Юности, 20/73",Отсутствует,Ленинский,Украина,50.46,Аптека № 274,(0432)66-63-10,30.50,Отсутствует,
Отсутствует,Житомир,"г. Житомир, ул. Якира, д. 18",Отсутствует,Отсутствует,Украина,50.46,Аптека № 215,(0412) 241-915,30.50,Отсутствует,
Отсутствует,Винница,"г. Винница, ул. Василия Порика, 1,",Отсутствует,Ленинский,Украина,50.46,Аптека № 311,"(0432)44-67-92, (0432)44-66-72",30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Киев,"г. Киев, пр. Комарова, 14а",Шулявская,Соломенский,Украина,50.46,Аптека № 39,497-53-62,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, пр. Науки, 4",Демеевская,Голосеевский,Украина,50.46,Аптека № 31,"525-92-14, 525-51-36, 525-71-62",30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, пр. Свободы, 20",Минская,Подольский,Украина,50.46,"Аптека № 45 ""Лаборреактив""","433-16-95, 433-76-53, 433-16-95",30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Малиновского, 34",Оболонь,Оболонский,Украина,50.46,Аптека № 50,418-72-57,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Коперника, 27",Лукъяновская,Шевченковcкий,Украина,50.46,Аптека № 5,483-70-87,30.50,Отсутствует,
Отсутствует,Чернигов,"г. Чернигов, ул. Жабинского, 2",Отсутствует,Деснянский,Украина,50.46,Аптека № 5,657-707,30.50,Отсутствует,
Отсутствует,Винница,"г. Винница, ул. Литвиненко, 40",Отсутствует,Ленинский,Украина,50.46,Аптека № 13,(0432)39-65-54,30.50,Отсутствует,
Отсутствует,Черкассы,"г. Черкассы, ул. Дахновская, 25",Отсутствует,Сосновский,Украина,50.46,Аптека № 5,(0472) 45-24-10,30.50,Отсутствует,Предоставляемые услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Житомир,"г. Житомир, ул. Киевская, 86, Житомир",Отсутствует,Отсутствует,Украина,50.46,Аптека № 5,(0412) 229-427,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Леваневского, 33",Шулявская,Соломенский,Украина,50.46,Аптека № 49,"457-09-55, 456-53-62",30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Порика, 13",Минская,Подольский,Украина,50.46,Аптека № 48,434-57-44,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Туровская, 4",Тараса Шевченка,Подольский,Украина,50.46,Аптека № 47,"417-00-46, 417-23-34, 417-23-24",30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Константиновская, 1",Контрактовая площадь,Подольский,Украина,50.46,Аптека № 46,"425-01-84, 425-10-34",30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Лагерная, 46/48",Берестейская,Соломенский,Украина,50.46,Аптека № 129,"458-12-79, 456-61-67",30.50,Отсутствует,
Отсутствует,Харьков,"г. Харьков, ул. Нариманова 1а",Холодная гора,Октябрьский,Украина,50.46,Аптека № 401,370 21 73,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Киквидзе, 11",Дружбы народов,Печерский,Украина,50.46,"Аптека № 40 филиал ""Панакс""",285-91-29,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Зои Гайдай, 5",Минская,Оболонский,Украина,50.46,Аптека № 40,419-37-97,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Институтская, 15/5",Крещатик,Печерский,Украина,50.46,Аптека № 42,253-21-94,30.50,Отсутствует,
Отсутствует,Винница,"г. Винница, ул. Скалецкого, д. 35",Отсутствует,Вишенка,Украина,50.46,Аптека № 4,(0432) 321-825,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Житомир,"г. Житомир, ул. Л.Украинки, 14,",Отсутствует,Отсутствует,Украина,50.46,Аптека № 4,(0412) 251-344,30.50,Отсутствует,
Отсутствует,Винница,"г. Винница, ул. Пирогова, 17",Отсутствует,Ленинский,Украина,50.46,Аптека № 4,"(0432)31-78-38, (0432)32-79-70",30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Заньковецкой, 5/2",Крещатик,Шевченковcкий,Украина,50.46,Аптека № 4,"278-06-41, 279-70-80",30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, пр. Победы, 45",Шулявская,Шевченковcкий,Украина,50.46,Аптека № 36,456-80-31,30.50,Отсутствует,
Отсутствует,Харьков,"г. Харьков, пр. Победы 50б",23-го августа,Дзержинский,Украина,50.46,Аптека № 356,336 54 94,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, бул. Чоколовский, 34",Вокзальная,Соломенский,Украина,50.46,Аптека № 115,"242-79-98, 242-79-92, 242-79-98",30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, бул. Лепсе, 75",Шулявская,Соломенский,Украина,50.46,Аптека № 38,497-40-86,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, Стратегическое шоссе, 35",Демеевская,Голосеевский,Украина,50.46,Аптека № 33,525-01-16,30.50,Отсутствует,
Отсутствует,Винница,"г. Винница, ул. Тычины, 11",Отсутствует,Замостя,Украина,50.46,Аптека № 325,(0432)27-30-54,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Красноткацкая, 29",Дарница,Соломенский,Украина,50.46,Аптека № 34,559-82-89,30.50,Отсутствует,
Отсутствует,Винница,"г. Винница, ул. Квятека, 14",Отсутствует,Вишенка,Украина,50.46,Аптека № 314,(0432)46-81-45,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Харьков,"г. Харьков, ул. Анри Барбюса 6",Госпром,Дзержинский,Украина,50.46,Аптека № 31,705 21 04,30.50,Отсутствует,
Отсутствует,Черкассы,"г. Черкассы, ул. Сумгаитская, 38",Отсутствует,Сосновский,Украина,50.46,Аптека № 300,(0472) 65-32-50,30.50,Отсутствует,Предоставляемые услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Киев,"г. Киев, ул. Запорожца, 26",Дарница,Днепровский,Украина,50.46,Аптека № 3,514-41-02,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Богдановская, 24",Вокзальная,Соломенский,Украина,50.46,Аптека № 117,276-10-43,30.50,Отсутствует,
Отсутствует,Винница,"г. Винница, ш. Хмельницкое, 53",Отсутствует,Ленинский,Украина,50.46,Аптека № 3,(0432)44-76-18,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Винница,"г. Винница, пр-т Космонавтов, 69",Отсутствует,Вишенка,Украина,50.46,Аптека № 285,"(0432)46-85-86, (0432)46-87-18",30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Киев,"г. Киев, ул. Луначарского, 22а",Левобережная,Днепровский,Украина,50.46,Аптека № 28,"517-26-91, 517-27-05",30.50,Отсутствует,
Отсутствует,Винница,"г. Винница, ул. Маяковского, 42",Отсутствует,Старогородской,Украина,50.46,Аптека № 275,(0432)35-07-58,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Винница,"г. Винница, ул. Маяковского, 138",Отсутствует,Старогородской,Украина,50.46,Аптека № 270,(0432)21-71-06,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Киев,"г. Киев, ул. Б. Хмельницкого, 42",Университет,Шевченковcкий,Украина,50.46,Аптека № 27,"234-55-83, 234-05-88",30.50,Отсутствует,
Отсутствует,Винница,"г. Винница, ул. 1 Мая, 24",Отсутствует,Старогородской,Украина,50.46,Аптека № 269,(0432)32-45-19,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, Киев, ул. Антоновича, 169",Лыбедская,Шевченковcкий,Украина,50.46,Аптека № 26,"528-84-77, 529-34-46",30.50,Отсутствует,
